"juz","no_ayat","kata","label"
"2","159","mereka","O"
"2","159","itu","O"
"2","159","dilaknati","O"
"2","159","Allah","O"
"2","159","dan","O"
"2","159","dilaknati","O"
"2","159","pula","O"
"2","159","oleh","O"
"2","159","semua","O"
"2","159","mahluk","O"
"2","159","yang","O"
"2","159","dapat","O"
"2","159","melaknati","O"
"2","160","kecuali","O"
"2","160","mereka","O"
"2","160","yang","O"
"2","160","telah","O"
"2","160","taubat","O"
"2","160","dan","O"
"2","160","mengadakan","O"
"2","160","perbaikan","O"
"2","160","dan","O"
"2","160","menerangkan","O"
"2","160","kebenaran","O"
"2","160","maka","O"
"2","160","terhadap","O"
"2","160","mereka","O"
"2","160","itulah","O"
"2","160","Aku","O"
"2","160","menerima","O"
"2","160","taubatnya","O"
"2","160","dan","O"
"2","160","Akulah","O"
"2","160","Yang","O"
"2","160","Maha","O"
"2","160","Menerima","O"
"2","160","taubat","O"
"2","160","lagi","O"
"2","160","Maha","O"
"2","160","Penyayang","O"
"2","161","Sesungguhnya","O"
"2","161","orang-orang","B-PER"
"2","161","kafir","I-PER"
"2","161","dan","O"
"2","161","mereka","O"
"2","161","mati","O"
"2","161","dalam","O"
"2","161","keadaan","O"
"2","161","kafir","O"
"2","161","mereka","O"
"2","161","itu","O"
"2","161","mendapat","O"
"2","161","laknat","O"
"2","161","Allah","O"
"2","161","para","O"
"2","161","Malaikat","O"
"2","161","dan","O"
"2","161","manusia","O"
"2","161","seluruhnya","O"
"2","162","Mereka","O"
"2","162","kekal","O"
"2","162","di","O"
"2","162","dalam","O"
"2","162","laknat","O"
"2","162","itu","O"
"2","162","tidak","O"
"2","162","akan","O"
"2","162","diringankan","O"
"2","162","siksa","O"
"2","162","dari","O"
"2","162","mereka","O"
"2","162","dan","O"
"2","162","tidak","O"
"2","162","pula","O"
"2","162","mereka","O"
"2","162","diberi","O"
"2","162","tangguh","O"
"2","163","Dan","O"
"2","163","Tuhanmu","O"
"2","163","adalah","O"
"2","163","Tuhan","O"
"2","163","Yang","O"
"2","163","Maha","O"
"2","163","Esa","O"
"2","163","tidak","O"
"2","163","ada","O"
"2","163","Tuhan","O"
"2","163","melainkan","O"
"2","163","Dia","O"
"2","163","Yang","O"
"2","163","Maha","O"
"2","163","Pemurah","O"
"2","163","lagi","O"
"2","163","Maha","O"
"2","163","Penyayang","O"
"2","164","Sesungguhnya","O"
"2","164","dalam","O"
"2","164","penciptaan","O"
"2","164","langit","O"
"2","164","dan","O"
"2","164","bumi","O"
"2","164","silih","O"
"2","164","bergantinya","O"
"2","164","malam","O"
"2","164","dan","O"
"2","164","siang","O"
"2","164","bahtera","O"
"2","164","yang","O"
"2","164","berlayar","O"
"2","164","di","O"
"2","164","laut","O"
"2","164","membawa","O"
"2","164","apa","O"
"2","164","yang","O"
"2","164","berguna","O"
"2","164","bagi","O"
"2","164","manusia","O"
"2","164","dan","O"
"2","164","apa","O"
"2","164","yang","O"
"2","164","Allah","O"
"2","164","turunkan","O"
"2","164","dari","O"
"2","164","langit","O"
"2","164","berupa","O"
"2","164","air","O"
"2","164","lalu","O"
"2","164","dengan","O"
"2","164","air","O"
"2","164","itu","O"
"2","164","Dia","O"
"2","164","hidupkan","O"
"2","164","bumi","O"
"2","164","sesudah","O"
"2","164","mati","O"
"2","164","kering-nya","O"
"2","164","dan","O"
"2","164","Dia","O"
"2","164","sebarkan","O"
"2","164","di","O"
"2","164","bumi","O"
"2","164","itu","O"
"2","164","segala","O"
"2","164","jenis","O"
"2","164","hewan","O"
"2","164","dan","O"
"2","164","pengisaran","O"
"2","164","angin","O"
"2","164","dan","O"
"2","164","awan","O"
"2","164","yang","O"
"2","164","dikendalikan","O"
"2","164","antara","O"
"2","164","langit","O"
"2","164","dan","O"
"2","164","bumi","O"
"2","164","sungguh","O"
"2","164","terdapat","O"
"2","164","tanda-tanda","O"
"2","164","keesaan","O"
"2","164","dan","O"
"2","164","kebesaran","O"
"2","164","Allah","O"
"2","164","bagi","O"
"2","164","kaum","O"
"2","164","yang","O"
"2","164","memikirkan","O"
"2","165","Dan","O"
"2","165","diantara","O"
"2","165","manusia","O"
"2","165","ada","O"
"2","165","orang-orang","B-PER"
"2","165","yang","I-PER"
"2","165","menyembah","I-PER"
"2","165","tandingan-tandingan","O"
"2","165","selain","O"
"2","165","Allah","O"
"2","165","mereka","O"
"2","165","mencintainya","O"
"2","165","sebagaimana","O"
"2","165","mereka","O"
"2","165","mencintai","O"
"2","165","Allah","O"
"2","165","Adapun","O"
"2","165","orang-orang","B-PER"
"2","165","yang","I-PER"
"2","165","beriman","I-PER"
"2","165","amat","O"
"2","165","sangat","O"
"2","165","cintanya","O"
"2","165","kepada","O"
"2","165","Allah","O"
"2","165","Dan","O"
"2","165","jika","O"
"2","165","seandainya","O"
"2","165","orang-orang","B-PER"
"2","165","yang","I-PER"
"2","165","berbuat","I-PER"
"2","165","zalim","I-PER"
"2","165","itu","O"
"2","165","mengetahui","O"
"2","165","ketika","O"
"2","165","mereka","O"
"2","165","melihat","O"
"2","165","siksa","O"
"2","165","pada","O"
"2","165","hari","O"
"2","165","kiamat","O"
"2","165","bahwa","O"
"2","165","kekuatan","O"
"2","165","itu","O"
"2","165","kepunyaan","O"
"2","165","Allah","O"
"2","165","semuanya","O"
"2","165","dan","O"
"2","165","bahwa","O"
"2","165","Allah","O"
"2","165","amat","O"
"2","165","berat","O"
"2","165","siksaan-Nya","O"
"2","165","niscaya","O"
"2","165","mereka","O"
"2","165","menyesal","O"
"2","166","Yaitu","O"
"2","166","ketika","O"
"2","166","orang-orang","B-PER"
"2","166","yang","I-PER"
"2","166","diikuti","I-PER"
"2","166","itu","O"
"2","166","berlepas","O"
"2","166","diri","O"
"2","166","dari","O"
"2","166","orang-orang","B-PER"
"2","166","yang","I-PER"
"2","166","mengikutinya","I-PER"
"2","166","dan","O"
"2","166","mereka","O"
"2","166","melihat","O"
"2","166","siksa","O"
"2","166","dan","O"
"2","166","ketika","O"
"2","166","segala","O"
"2","166","hubungan","O"
"2","166","antara","O"
"2","166","mereka","O"
"2","166","terputus","O"
"2","166","sama","O"
"2","166","sekali","O"
"2","167","Dan","O"
"2","167","berkatalah","O"
"2","167","orang-orang","B-PER"
"2","167","yang","I-PER"
"2","167","mengikuti","I-PER"
"2","167","Seandainya","O"
"2","167","kami","O"
"2","167","dapat","O"
"2","167","kembali","O"
"2","167","ke","O"
"2","167","dunia","O"
"2","167","pasti","O"
"2","167","kami","O"
"2","167","akan","O"
"2","167","berlepas","O"
"2","167","diri","O"
"2","167","dari","O"
"2","167","mereka","O"
"2","167","sebagaimana","O"
"2","167","mereka","O"
"2","167","berlepas","O"
"2","167","diri","O"
"2","167","dari","O"
"2","167","kami","O"
"2","167","Demikianlah","O"
"2","167","Allah","O"
"2","167","memperlihatkan","O"
"2","167","kepada","O"
"2","167","mereka","O"
"2","167","amal","O"
"2","167","perbuatannya","O"
"2","167","menjadi","O"
"2","167","sesalan","O"
"2","167","bagi","O"
"2","167","mereka","O"
"2","167","dan","O"
"2","167","sekali-kali","O"
"2","167","mereka","O"
"2","167","tidak","O"
"2","167","akan","O"
"2","167","keluar","O"
"2","167","dari","O"
"2","167","api","O"
"2","167","neraka","O"
"2","168","Hai","O"
"2","168","sekalian","O"
"2","168","manusia","O"
"2","168","makanlah","O"
"2","168","yang","O"
"2","168","halal","O"
"2","168","lagi","O"
"2","168","baik","O"
"2","168","dari","O"
"2","168","apa","O"
"2","168","yang","O"
"2","168","terdapat","O"
"2","168","di","O"
"2","168","bumi","O"
"2","168","dan","O"
"2","168","janganlah","O"
"2","168","kamu","O"
"2","168","mengikuti","O"
"2","168","langkah-langkah","O"
"2","168","syaitan","O"
"2","168","karena","O"
"2","168","sesungguhnya","O"
"2","168","syaitan","O"
"2","168","itu","O"
"2","168","adalah","O"
"2","168","musuh","O"
"2","168","yang","O"
"2","168","nyata","O"
"2","168","bagimu","O"
"2","169","Sesungguhnya","O"
"2","169","syaitan","O"
"2","169","itu","O"
"2","169","hanya","O"
"2","169","menyuruh","O"
"2","169","kamu","O"
"2","169","berbuat","O"
"2","169","jahat","O"
"2","169","dan","O"
"2","169","keji","O"
"2","169","dan","O"
"2","169","mengatakan","O"
"2","169","terhadap","O"
"2","169","Allah","O"
"2","169","apa","O"
"2","169","yang","O"
"2","169","tidak","O"
"2","169","kamu","O"
"2","169","ketahui","O"
"2","170","Dan","O"
"2","170","apabila","O"
"2","170","dikatakan","O"
"2","170","kepada","O"
"2","170","mereka","O"
"2","170","Ikutilah","O"
"2","170","apa","O"
"2","170","yang","O"
"2","170","telah","O"
"2","170","diturunkan","O"
"2","170","Allah","O"
"2","170","mereka","O"
"2","170","menjawab","O"
"2","170","Tidak","O"
"2","170","tetapi","O"
"2","170","kami","O"
"2","170","hanya","O"
"2","170","mengikuti","O"
"2","170","apa","O"
"2","170","yang","O"
"2","170","telah","O"
"2","170","kami","O"
"2","170","dapati","O"
"2","170","dari","O"
"2","170","perbuatan","O"
"2","170","nenek","O"
"2","170","moyang","O"
"2","170","kami","O"
"2","170","Apakah","O"
"2","170","mereka","O"
"2","170","akan","O"
"2","170","mengikuti","O"
"2","170","juga","O"
"2","170","walaupun","O"
"2","170","nenek","O"
"2","170","moyang","O"
"2","170","mereka","O"
"2","170","itu","O"
"2","170","tidak","O"
"2","170","mengetahui","O"
"2","170","suatu","O"
"2","170","apapun","O"
"2","170","dan","O"
"2","170","tidak","O"
"2","170","mendapat","O"
"2","170","petunjuk","O"
"2","171","Dan","O"
"2","171","perumpamaan","O"
"2","171","orang-orang","B-PER"
"2","171","yang","I-PER"
"2","171","menyeru","I-PER"
"2","171","orang-orang","O"
"2","171","kafir","O"
"2","171","adalah","O"
"2","171","seperti","O"
"2","171","penggembala","O"
"2","171","yang","O"
"2","171","memanggil","O"
"2","171","binatang","O"
"2","171","yang","O"
"2","171","tidak","O"
"2","171","mendengar","O"
"2","171","selain","O"
"2","171","panggilan","O"
"2","171","dan","O"
"2","171","seruan","O"
"2","171","saja","O"
"2","171","Mereka","O"
"2","171","tuli","O"
"2","171","bisu","O"
"2","171","dan","O"
"2","171","buta","O"
"2","171","maka","O"
"2","171","oleh","O"
"2","171","sebab","O"
"2","171","itu","O"
"2","171","mereka","O"
"2","171","tidak","O"
"2","171","mengerti","O"
"2","172","Hai","O"
"2","172","orang-orang","B-PER"
"2","172","yang","I-PER"
"2","172","beriman","I-PER"
"2","172","makanlah","O"
"2","172","di","O"
"2","172","antara","O"
"2","172","rezeki","O"
"2","172","yang","O"
"2","172","baik-baik","O"
"2","172","yang","O"
"2","172","Kami","O"
"2","172","berikan","O"
"2","172","kepadamu","O"
"2","172","dan","O"
"2","172","bersyukurlah","O"
"2","172","kepada","O"
"2","172","Allah","O"
"2","172","jika","O"
"2","172","benar-benar","O"
"2","172","kepada-Nya","O"
"2","172","kamu","O"
"2","172","menyembah","O"
"2","173","Sesungguhnya","O"
"2","173","Allah","O"
"2","173","hanya","O"
"2","173","mengharamkan","O"
"2","173","bagimu","O"
"2","173","bangkai","O"
"2","173","darah","O"
"2","173","daging","O"
"2","173","babi","O"
"2","173","dan","O"
"2","173","binatang","O"
"2","173","yang","O"
"2","173","ketika","O"
"2","173","disembelih","O"
"2","173","disebut","O"
"2","173","nama","O"
"2","173","selain","O"
"2","173","Allah","O"
"2","173","Tetapi","O"
"2","173","barangsiapa","O"
"2","173","dalam","O"
"2","173","keadaan","O"
"2","173","terpaksa","O"
"2","173","memakannya","O"
"2","173","sedang","O"
"2","173","dia","O"
"2","173","tidak","O"
"2","173","menginginkannya","O"
"2","173","dan","O"
"2","173","tidak","O"
"2","173","pula","O"
"2","173","melampaui","O"
"2","173","batas","O"
"2","173","maka","O"
"2","173","tidak","O"
"2","173","ada","O"
"2","173","dosa","O"
"2","173","baginya","O"
"2","173","Sesungguhnya","O"
"2","173","Allah","O"
"2","173","Maha","O"
"2","173","Pengampun","O"
"2","173","lagi","O"
"2","173","Maha","O"
"2","173","Penyayang","O"
"2","174","Sesungguhnya","O"
"2","174","orang-orang","B-PER"
"2","174","yang","I-PER"
"2","174","menyembunyikan","I-PER"
"2","174","apa","I-PER"
"2","174","yang","I-PER"
"2","174","telah","I-PER"
"2","174","diturunkan","I-PER"
"2","174","Allah","I-PER"
"2","174","yaitu","O"
"2","174","Al","O"
"2","174","Kitab","O"
"2","174","dan","O"
"2","174","menjualnya","O"
"2","174","dengan","O"
"2","174","harga","O"
"2","174","yang","O"
"2","174","sedikit","O"
"2","174","murah","O"
"2","174","mereka","O"
"2","174","itu","O"
"2","174","sebenarnya","O"
"2","174","tidak","O"
"2","174","memakan","O"
"2","174","tidak","O"
"2","174","menelan","O"
"2","174","ke","O"
"2","174","dalam","O"
"2","174","perutnya","O"
"2","174","melainkan","O"
"2","174","api","O"
"2","174","dan","O"
"2","174","Allah","O"
"2","174","tidak","O"
"2","174","akan","O"
"2","174","berbicara","O"
"2","174","kepada","O"
"2","174","mereka","O"
"2","174","pada","O"
"2","174","hari","O"
"2","174","kiamat","O"
"2","174","dan","O"
"2","174","tidak","O"
"2","174","mensucikan","O"
"2","174","mereka","O"
"2","174","dan","O"
"2","174","bagi","O"
"2","174","mereka","O"
"2","174","siksa","O"
"2","174","yang","O"
"2","174","amat","O"
"2","174","pedih","O"
"2","175","Mereka","O"
"2","175","itulah","O"
"2","175","orang-orang","B-PER"
"2","175","yang","I-PER"
"2","175","membeli","I-PER"
"2","175","kesesatan","I-PER"
"2","175","dengan","O"
"2","175","petunjuk","O"
"2","175","dan","O"
"2","175","siksa","O"
"2","175","dengan","O"
"2","175","ampunan","O"
"2","175","Maka","O"
"2","175","alangkah","O"
"2","175","beraninya","O"
"2","175","mereka","O"
"2","175","menentang","O"
"2","175","api","O"
"2","175","neraka","O"
"2","176","Yang","O"
"2","176","demikian","O"
"2","176","itu","O"
"2","176","adalah","O"
"2","176","karena","O"
"2","176","Allah","O"
"2","176","telah","O"
"2","176","menurunkan","O"
"2","176","Al","O"
"2","176","Kitab","O"
"2","176","dengan","O"
"2","176","membawa","O"
"2","176","kebenaran","O"
"2","176","dan","O"
"2","176","sesungguhnya","O"
"2","176","orang-orang","B-PER"
"2","176","yang","I-PER"
"2","176","berselisih","I-PER"
"2","176","tentang","O"
"2","176","kebenaran","O"
"2","176","Al","O"
"2","176","Kitab","O"
"2","176","itu","O"
"2","176","benar-benar","O"
"2","176","dalam","O"
"2","176","penyimpangan","O"
"2","176","yang","O"
"2","176","jauh","O"
"2","176","dari","O"
"2","176","kebenaran","O"
"2","177","Bukanlah","O"
"2","177","menghadapkan","O"
"2","177","wajahmu","O"
"2","177","ke","O"
"2","177","arah","O"
"2","177","timur","O"
"2","177","dan","O"
"2","177","barat","O"
"2","177","itu","O"
"2","177","suatu","O"
"2","177","kebajikan","O"
"2","177","akan","O"
"2","177","tetapi","O"
"2","177","sesungguhnya","O"
"2","177","kebajikan","O"
"2","177","itu","O"
"2","177","ialah","O"
"2","177","beriman","O"
"2","177","kepada","O"
"2","177","Allah","O"
"2","177","hari","O"
"2","177","kemudian","O"
"2","177","malaikat-malaikat","O"
"2","177","kitab-kitab","O"
"2","177","nabi-nabi","B-PER"
"2","177","dan","O"
"2","177","memberikan","O"
"2","177","harta","O"
"2","177","yang","O"
"2","177","dicintainya","O"
"2","177","kepada","O"
"2","177","kerabatnya","O"
"2","177","anak-anak","B-PER"
"2","177","yatim","I-PER"
"2","177","orang-orang","B-PER"
"2","177","miskin","I-PER"
"2","177","musafir","B-PER"
"2","177","yang","I-PER"
"2","177","memerlukan","I-PER"
"2","177","pertolongan","I-PER"
"2","177","dan","O"
"2","177","orang-orang","B-PER"
"2","177","yang","I-PER"
"2","177","meminta-minta","I-PER"
"2","177","dan","O"
"2","177","memerdekakan","O"
"2","177","hamba","O"
"2","177","sahaya","O"
"2","177","mendirikan","O"
"2","177","shalat","O"
"2","177","dan","O"
"2","177","menunaikan","O"
"2","177","zakat","O"
"2","177","dan","O"
"2","177","orang-orang","B-PER"
"2","177","yang","I-PER"
"2","177","menepati","I-PER"
"2","177","janjinya","I-PER"
"2","177","apabila","O"
"2","177","ia","O"
"2","177","berjanji","O"
"2","177","dan","O"
"2","177","orang-orang","B-PER"
"2","177","yang","I-PER"
"2","177","sabar","I-PER"
"2","177","dalam","O"
"2","177","kesempitan","O"
"2","177","penderitaan","O"
"2","177","dan","O"
"2","177","dalam","O"
"2","177","peperangan","O"
"2","177","Mereka","O"
"2","177","itulah","O"
"2","177","orang-orang","B-PER"
"2","177","yang","I-PER"
"2","177","benar","I-PER"
"2","177","imannya","I-PER"
"2","177","dan","O"
"2","177","mereka","O"
"2","177","itulah","O"
"2","177","orang-orang","B-PER"
"2","177","yang","I-PER"
"2","177","bertakwa","I-PER"
"2","178","Hai","O"
"2","178","orang-orang","B-PER"
"2","178","yang","I-PER"
"2","178","beriman","I-PER"
"2","178","diwajibkan","O"
"2","178","atas","O"
"2","178","kamu","O"
"2","178","qishaash","O"
"2","178","berkenaan","O"
"2","178","dengan","O"
"2","178","orang-orang","B-PER"
"2","178","yang","I-PER"
"2","178","dibunuh","I-PER"
"2","178","orang","O"
"2","178","merdeka","O"
"2","178","dengan","O"
"2","178","orang","O"
"2","178","merdeka","O"
"2","178","hamba","O"
"2","178","dengan","O"
"2","178","hamba","O"
"2","178","dan","O"
"2","178","wanita","O"
"2","178","dengan","O"
"2","178","wanita","O"
"2","178","Maka","O"
"2","178","barangsiapa","O"
"2","178","yang","O"
"2","178","mendapat","O"
"2","178","suatu","O"
"2","178","pemaafan","O"
"2","178","dari","O"
"2","178","saudaranya","O"
"2","178","hendaklah","O"
"2","178","yang","O"
"2","178","memaafkan","O"
"2","178","mengikuti","O"
"2","178","dengan","O"
"2","178","cara","O"
"2","178","yang","O"
"2","178","baik","O"
"2","178","dan","O"
"2","178","hendaklah","O"
"2","178","yang","O"
"2","178","diberi","O"
"2","178","maaf","O"
"2","178","membayar","O"
"2","178","diat","O"
"2","178","kepada","O"
"2","178","yang","O"
"2","178","memberi","O"
"2","178","maaf","O"
"2","178","dengan","O"
"2","178","cara","O"
"2","178","yang","O"
"2","178","baik","O"
"2","178","pula","O"
"2","178","Yang","O"
"2","178","demikian","O"
"2","178","itu","O"
"2","178","adalah","O"
"2","178","suatu","O"
"2","178","keringanan","O"
"2","178","dari","O"
"2","178","Tuhan","O"
"2","178","kamu","O"
"2","178","dan","O"
"2","178","suatu","O"
"2","178","rahmat","O"
"2","178","Barangsiapa","O"
"2","178","yang","O"
"2","178","melampaui","O"
"2","178","batas","O"
"2","178","sesudah","O"
"2","178","itu","O"
"2","178","maka","O"
"2","178","baginya","O"
"2","178","siksa","O"
"2","178","yang","O"
"2","178","sangat","O"
"2","178","pedih","O"
"2","179","Dan","O"
"2","179","dalam","O"
"2","179","qishaash","O"
"2","179","itu","O"
"2","179","ada","O"
"2","179","jaminan","O"
"2","179","kelangsungan","O"
"2","179","hidup","O"
"2","179","bagimu","O"
"2","179","hai","O"
"2","179","orang-orang","B-PER"
"2","179","yang","I-PER"
"2","179","berakal","I-PER"
"2","179","supaya","O"
"2","179","kamu","O"
"2","179","bertakwa","O"
"2","180","Diwajibkan","O"
"2","180","atas","O"
"2","180","kamu","O"
"2","180","apabila","O"
"2","180","seorang","O"
"2","180","di","O"
"2","180","antara","O"
"2","180","kamu","O"
"2","180","kedatangan","O"
"2","180","tanda-tanda","O"
"2","180","maut","O"
"2","180","jika","O"
"2","180","ia","O"
"2","180","meninggalkan","O"
"2","180","harta","O"
"2","180","yang","O"
"2","180","banyak","O"
"2","180","berwasiat","O"
"2","180","untuk","O"
"2","180","ibu-bapak","O"
"2","180","dan","O"
"2","180","karib","O"
"2","180","kerabatnya","O"
"2","180","secara","O"
"2","180","maruf","O"
"2","180","ini","O"
"2","180","adalah","O"
"2","180","kewajiban","O"
"2","180","atas","O"
"2","180","orang-orang","B-PER"
"2","180","yang","I-PER"
"2","180","bertakwa","I-PER"
"2","181","Maka","O"
"2","181","barangsiapa","O"
"2","181","yang","O"
"2","181","mengubah","O"
"2","181","wasiat","O"
"2","181","itu","O"
"2","181","setelah","O"
"2","181","ia","O"
"2","181","mendengarnya","O"
"2","181","maka","O"
"2","181","sesungguhnya","O"
"2","181","dosanya","O"
"2","181","adalah","O"
"2","181","bagi","O"
"2","181","orang-orang","B-PER"
"2","181","yang","I-PER"
"2","181","mengubahnya","I-PER"
"2","181","Sesungguhnya","O"
"2","181","Allah","O"
"2","181","Maha","O"
"2","181","Mendengar","O"
"2","181","lagi","O"
"2","181","Maha","O"
"2","181","Mengetahui","O"
"2","182","Akan","O"
"2","182","tetapi","O"
"2","182","barangsiapa","O"
"2","182","khawatir","O"
"2","182","terhadap","O"
"2","182","orang","B-PER"
"2","182","yang","I-PER"
"2","182","berwasiat","I-PER"
"2","182","itu","O"
"2","182","berlaku","O"
"2","182","berat","O"
"2","182","sebelah","O"
"2","182","atau","O"
"2","182","berbuat","O"
"2","182","dosa","O"
"2","182","lalu","O"
"2","182","ia","O"
"2","182","mendamaikan","O"
"2","182","antara","O"
"2","182","mereka","O"
"2","182","maka","O"
"2","182","tidaklah","O"
"2","182","ada","O"
"2","182","dosa","O"
"2","182","baginya","O"
"2","182","Sesungguhnya","O"
"2","182","Allah","O"
"2","182","Maha","O"
"2","182","Pengampun","O"
"2","182","lagi","O"
"2","182","Maha","O"
"2","182","Penyayang","O"
"2","183","Hai","O"
"2","183","orang-orang","B-PER"
"2","183","yang","I-PER"
"2","183","beriman","I-PER"
"2","183","diwajibkan","O"
"2","183","atas","O"
"2","183","kamu","O"
"2","183","berpuasa","O"
"2","183","sebagaimana","O"
"2","183","diwajibkan","O"
"2","183","atas","O"
"2","183","orang-orang","B-PER"
"2","183","sebelum","I-PER"
"2","183","kamu","I-PER"
"2","183","agar","O"
"2","183","kamu","O"
"2","183","bertakwa","O"
"2","184","yaitu","O"
"2","184","dalam","O"
"2","184","beberapa","O"
"2","184","hari","O"
"2","184","yang","O"
"2","184","tertentu","O"
"2","184","Maka","O"
"2","184","barangsiapa","O"
"2","184","diantara","O"
"2","184","kamu","O"
"2","184","ada","O"
"2","184","yang","O"
"2","184","sakit","O"
"2","184","atau","O"
"2","184","dalam","O"
"2","184","perjalanan","O"
"2","184","lalu","O"
"2","184","ia","O"
"2","184","berbuka","O"
"2","184","maka","O"
"2","184","wajiblah","O"
"2","184","baginya","O"
"2","184","berpuasa","O"
"2","184","sebanyak","O"
"2","184","hari","O"
"2","184","yang","O"
"2","184","ditinggalkan","O"
"2","184","itu","O"
"2","184","pada","O"
"2","184","hari-hari","O"
"2","184","yang","O"
"2","184","lain","O"
"2","184","Dan","O"
"2","184","wajib","O"
"2","184","bagi","O"
"2","184","orang-orang","B-PER"
"2","184","yang","I-PER"
"2","184","berat","I-PER"
"2","184","menjalankannya","I-PER"
"2","184","jika","O"
"2","184","mereka","O"
"2","184","tidak","O"
"2","184","berpuasa","O"
"2","184","membayar","O"
"2","184","fidyah","O"
"2","184","yaitu","O"
"2","184","memberi","O"
"2","184","makan","O"
"2","184","seorang","B-PER"
"2","184","miskin","I-PER"
"2","184","Barangsiapa","O"
"2","184","yang","O"
"2","184","dengan","O"
"2","184","kerelaan","O"
"2","184","hati","O"
"2","184","mengerjakan","O"
"2","184","kebajikan","O"
"2","184","maka","O"
"2","184","itulah","O"
"2","184","yang","O"
"2","184","lebih","O"
"2","184","baik","O"
"2","184","baginya","O"
"2","184","Dan","O"
"2","184","berpuasa","O"
"2","184","lebih","O"
"2","184","baik","O"
"2","184","bagimu","O"
"2","184","jika","O"
"2","184","kamu","O"
"2","184","mengetahui","O"
"2","185","Beberapa","O"
"2","185","hari","O"
"2","185","yang","O"
"2","185","ditentukan","O"
"2","185","itu","O"
"2","185","ialah","O"
"2","185","bulan","O"
"2","185","Ramadhan","O"
"2","185","bulan","O"
"2","185","yang","O"
"2","185","di","O"
"2","185","dalamnya","O"
"2","185","diturunkan","O"
"2","185","permulaan","O"
"2","185","Al","O"
"2","185","Quran","O"
"2","185","sebagai","O"
"2","185","petunjuk","O"
"2","185","bagi","O"
"2","185","manusia","O"
"2","185","dan","O"
"2","185","penjelasan-penjelasan","O"
"2","185","mengenai","O"
"2","185","petunjuk","O"
"2","185","itu","O"
"2","185","dan","O"
"2","185","pembeda","O"
"2","185","antara","O"
"2","185","yang","O"
"2","185","hak","O"
"2","185","dan","O"
"2","185","yang","O"
"2","185","bathil","O"
"2","185","Karena","O"
"2","185","itu","O"
"2","185","barangsiapa","O"
"2","185","di","O"
"2","185","antara","O"
"2","185","kamu","O"
"2","185","hadir","O"
"2","185","di","O"
"2","185","negeri","O"
"2","185","tempat","O"
"2","185","tinggalnya","O"
"2","185","di","O"
"2","185","bulan","O"
"2","185","itu","O"
"2","185","maka","O"
"2","185","hendaklah","O"
"2","185","ia","O"
"2","185","berpuasa","O"
"2","185","pada","O"
"2","185","bulan","O"
"2","185","itu","O"
"2","185","dan","O"
"2","185","barangsiapa","O"
"2","185","sakit","O"
"2","185","atau","O"
"2","185","dalam","O"
"2","185","perjalanan","O"
"2","185","lalu","O"
"2","185","ia","O"
"2","185","berbuka","O"
"2","185","maka","O"
"2","185","wajiblah","O"
"2","185","baginya","O"
"2","185","berpuasa","O"
"2","185","sebanyak","O"
"2","185","hari","O"
"2","185","yang","O"
"2","185","ditinggalkannya","O"
"2","185","itu","O"
"2","185","pada","O"
"2","185","hari-hari","O"
"2","185","yang","O"
"2","185","lain","O"
"2","185","Allah","O"
"2","185","menghendaki","O"
"2","185","kemudahan","O"
"2","185","bagimu","O"
"2","185","dan","O"
"2","185","tidak","O"
"2","185","menghendaki","O"
"2","185","kesukaran","O"
"2","185","bagimu","O"
"2","185","Dan","O"
"2","185","hendaklah","O"
"2","185","kamu","O"
"2","185","mencukupkan","O"
"2","185","bilangannya","O"
"2","185","dan","O"
"2","185","hendaklah","O"
"2","185","kamu","O"
"2","185","mengagungkan","O"
"2","185","Allah","O"
"2","185","atas","O"
"2","185","petunjuk-Nya","O"
"2","185","yang","O"
"2","185","diberikan","O"
"2","185","kepadamu","O"
"2","185","supaya","O"
"2","185","kamu","O"
"2","185","bersyukur","O"
"2","186","Dan","O"
"2","186","apabila","O"
"2","186","hamba-hamba-Ku","O"
"2","186","bertanya","O"
"2","186","kepadamu","O"
"2","186","tentang","O"
"2","186","Aku","O"
"2","186","maka","O"
"2","186","jawablah","O"
"2","186","bahwasanya","O"
"2","186","Aku","O"
"2","186","adalah","O"
"2","186","dekat","O"
"2","186","Aku","O"
"2","186","mengabulkan","O"
"2","186","permohonan","O"
"2","186","orang","B-PER"
"2","186","yang","I-PER"
"2","186","berdoa","I-PER"
"2","186","apabila","O"
"2","186","ia","O"
"2","186","memohon","O"
"2","186","kepada-Ku","O"
"2","186","maka","O"
"2","186","hendaklah","O"
"2","186","mereka","O"
"2","186","itu","O"
"2","186","memenuhi","O"
"2","186","segala","O"
"2","186","perintah-Ku","O"
"2","186","dan","O"
"2","186","hendaklah","O"
"2","186","mereka","O"
"2","186","beriman","O"
"2","186","kepada-Ku","O"
"2","186","agar","O"
"2","186","mereka","O"
"2","186","selalu","O"
"2","186","berada","O"
"2","186","dalam","O"
"2","186","kebenaran","O"
"2","187","Dihalalkan","O"
"2","187","bagi","O"
"2","187","kamu","O"
"2","187","pada","O"
"2","187","malam","O"
"2","187","hari","O"
"2","187","bulan","O"
"2","187","puasa","O"
"2","187","bercampur","O"
"2","187","dengan","O"
"2","187","isteri-isteri","O"
"2","187","kamu","O"
"2","187","mereka","O"
"2","187","adalah","O"
"2","187","pakaian","O"
"2","187","bagimu","O"
"2","187","dan","O"
"2","187","kamupun","O"
"2","187","adalah","O"
